Date,Brand,SKU,Recommended Price
9/20/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
9/20/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99
9/20/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
9/20/2015,BUDWEISER,6 Pk 12 Oz Glass,10.99
9/20/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99
9/20/2015,MILLER LITE,12 Pk 12 Oz Glass,14.49
9/20/2015,MILLER LITE,12 Pk 12 Oz Can,13.49
9/20/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
9/20/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
9/20/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.49
9/20/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
9/20/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,11.99
9/20/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
9/20/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
9/27/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
9/27/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49
9/27/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
9/27/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49
9/27/2015,BECKS,6 Pk 12 Oz Glass,11.49
9/27/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.99
9/27/2015,MILLER LITE,6 Pk 12 Oz Glass,10.99
9/27/2015,BUD LIGHT,6 Pk 12 Oz Glass,9.49
9/27/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
9/27/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
9/27/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99
9/27/2015,MILLER LITE,12 Pk 12 Oz Glass,14.99
9/27/2015,MILLER LITE,12 Pk 12 Oz Can,14.99
9/27/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
9/27/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
9/27/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.49
9/27/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
9/27/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
9/27/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
9/27/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
10/4/2015,CORONA EXTRA,6 Pk 12 Oz Glass,11.49
10/4/2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.99
10/4/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.49
10/4/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
10/4/2015,BECKS,6 Pk 12 Oz Glass,11.99
10/4/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
10/4/2015,MILLER LITE,6 Pk 12 Oz Glass,11.99
10/4/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99
10/4/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.49
10/4/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
10/4/2015,COORS LIGHT,6 Pk 12 Oz Glass,9.99
10/4/2015,MILLER LITE,12 Pk 12 Oz Glass,14.99
10/4/2015,MILLER LITE,12 Pk 12 Oz Can,14.99
10/4/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
10/4/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
10/4/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.99
10/4/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
10/4/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
10/4/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.99
10/4/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
10/11/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
10/11/2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
10/11/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
10/11/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
10/11/2015,BECKS,6 Pk 12 Oz Glass,11.49
10/11/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,11.49
10/11/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
10/11/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99
10/11/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
10/11/2015,BUDWEISER,6 Pk 12 Oz Glass,10.99
10/11/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99
10/11/2015,MILLER LITE,12 Pk 12 Oz Glass,13.99
10/11/2015,MILLER LITE,12 Pk 12 Oz Can,14.99
10/11/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
10/11/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
10/11/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,11.49
10/11/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.99
10/11/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
10/11/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
10/11/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
10/18/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
10/18/2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.99
10/18/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.49
10/18/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49
10/18/2015,BECKS,6 Pk 12 Oz Glass,11.49
10/18/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
10/18/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
10/18/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
10/18/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
10/18/2015,BUDWEISER,6 Pk 12 Oz Glass,10.49
10/18/2015,COORS LIGHT,6 Pk 12 Oz Glass,9.49
10/18/2015,MILLER LITE,12 Pk 12 Oz Glass,14.49
10/18/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
10/18/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,12.49
10/18/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
10/18/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.99
10/18/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.49
10/18/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49
10/18/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
10/18/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
10/25/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
10/25/2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
10/25/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49
10/25/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49
10/25/2015,BECKS,6 Pk 12 Oz Glass,11.99
10/25/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.99
10/25/2015,MILLER LITE,6 Pk 12 Oz Glass,11.99
10/25/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
10/25/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
10/25/2015,BUDWEISER,6 Pk 12 Oz Glass,11.49
10/25/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49
10/25/2015,MILLER LITE,12 Pk 12 Oz Glass,14.49
10/25/2015,MILLER LITE,12 Pk 12 Oz Can,13.49
10/25/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
10/25/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
10/25/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.49
10/25/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.99
10/25/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99
10/25/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.99
10/25/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
11/1/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
11/1/2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
11/1/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.49
11/1/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49
11/1/2015,BECKS,6 Pk 12 Oz Glass,11.99
11/1/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.99
11/1/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
11/1/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
11/1/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.49
11/1/2015,BUDWEISER,6 Pk 12 Oz Glass,11.99
11/1/2015,COORS LIGHT,6 Pk 12 Oz Glass,11.49
11/1/2015,MILLER LITE,12 Pk 12 Oz Glass,14.49
11/1/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
11/1/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,12.99
11/1/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.49
11/1/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.99
11/1/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.49
11/1/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49
11/1/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49
11/1/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.99
11/8/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
11/8/2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49
11/8/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
11/8/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
11/8/2015,BECKS,6 Pk 12 Oz Glass,11.49
11/8/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
11/8/2015,MILLER LITE,6 Pk 12 Oz Glass,11.49
11/8/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99
11/8/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
11/8/2015,BUDWEISER,6 Pk 12 Oz Glass,11.49
11/8/2015,COORS LIGHT,6 Pk 12 Oz Glass,11.99
11/8/2015,MILLER LITE,12 Pk 12 Oz Glass,14.99
11/8/2015,MILLER LITE,12 Pk 12 Oz Can,14.99
11/8/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.49
11/8/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
11/8/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
11/8/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99
11/8/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
11/8/2015,MAGIC HAT,6 Pk 12 Oz Glass,13.49
11/8/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49
11/15/2015,CORONA EXTRA,6 Pk 12 Oz Glass,13.99
11/15/2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.99
11/15/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
11/15/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.99
11/15/2015,BECKS,6 Pk 12 Oz Glass,11.49
11/15/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.99
11/15/2015,MILLER LITE,6 Pk 12 Oz Glass,11.99
11/15/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
11/15/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
11/15/2015,BUDWEISER,6 Pk 12 Oz Glass,11.49
11/15/2015,COORS LIGHT,6 Pk 12 Oz Glass,11.99
11/15/2015,MILLER LITE,12 Pk 12 Oz Glass,13.49
11/15/2015,MILLER LITE,12 Pk 12 Oz Can,13.99
11/15/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
11/15/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
11/15/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
11/15/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.99
11/15/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49
11/15/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.99
11/15/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49
11/22/2015,CORONA EXTRA,6 Pk 12 Oz Glass,13.99
11/22/2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
11/22/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
11/22/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49
11/22/2015,BECKS,6 Pk 12 Oz Glass,11.49
11/22/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
11/22/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
11/22/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
11/22/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
11/22/2015,BUDWEISER,6 Pk 12 Oz Glass,11.99
11/22/2015,COORS LIGHT,6 Pk 12 Oz Glass,11.99
11/22/2015,MILLER LITE,12 Pk 12 Oz Glass,14.99
11/22/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
11/22/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
11/22/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
11/22/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
11/22/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.49
11/22/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99
11/22/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.99
11/22/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
11/29/2015,CORONA EXTRA,6 Pk 12 Oz Glass,13.49
11/29/2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
11/29/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49
11/29/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
11/29/2015,BECKS,6 Pk 12 Oz Glass,11.99
11/29/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49
11/29/2015,MILLER LITE,6 Pk 12 Oz Glass,10.49
11/29/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49
11/29/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
11/29/2015,BUDWEISER,6 Pk 12 Oz Glass,11.49
11/29/2015,COORS LIGHT,6 Pk 12 Oz Glass,11.99
11/29/2015,MILLER LITE,12 Pk 12 Oz Glass,14.49
11/29/2015,MILLER LITE,12 Pk 12 Oz Can,13.49
11/29/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
11/29/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
11/29/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
11/29/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.99
11/29/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99
11/29/2015,MAGIC HAT,6 Pk 12 Oz Glass,13.49
11/29/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49
12/6/2015,CORONA EXTRA,6 Pk 12 Oz Glass,13.49
12/6/2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
12/6/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
12/6/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49
12/6/2015,BECKS,6 Pk 12 Oz Glass,11.49
12/6/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.99
12/6/2015,MILLER LITE,6 Pk 12 Oz Glass,11.49
12/6/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99
12/6/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.49
12/6/2015,BUDWEISER,6 Pk 12 Oz Glass,11.99
12/6/2015,COORS LIGHT,6 Pk 12 Oz Glass,11.99
12/6/2015,MILLER LITE,12 Pk 12 Oz Glass,14.99
12/6/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
12/6/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
12/6/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
12/6/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.99
12/6/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
12/6/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99
12/6/2015,MAGIC HAT,6 Pk 12 Oz Glass,13.99
12/6/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
12/13/2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99
12/13/2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.99
12/13/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.99
12/13/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
12/13/2015,BECKS,6 Pk 12 Oz Glass,11.99
12/13/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,11.99
12/13/2015,MILLER LITE,6 Pk 12 Oz Glass,11.99
12/13/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99
12/13/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.49
12/13/2015,BUDWEISER,6 Pk 12 Oz Glass,11.99
12/13/2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99
12/13/2015,MILLER LITE,12 Pk 12 Oz Glass,14.99
12/13/2015,MILLER LITE,12 Pk 12 Oz Can,14.49
12/13/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
12/13/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.99
12/13/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.99
12/13/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.99
12/13/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49
12/13/2015,MAGIC HAT,6 Pk 12 Oz Glass,13.99
12/13/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49
12/20/2015,CORONA EXTRA,6 Pk 12 Oz Glass,13.49
12/20/2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.99
12/20/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
12/20/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
12/20/2015,BECKS,6 Pk 12 Oz Glass,11.49
12/20/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,11.49
12/20/2015,MILLER LITE,6 Pk 12 Oz Glass,11.99
12/20/2015,BUD LIGHT,6 Pk 12 Oz Glass,9.99
12/20/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
12/20/2015,BUDWEISER,6 Pk 12 Oz Glass,11.49
12/20/2015,COORS LIGHT,6 Pk 12 Oz Glass,11.49
12/20/2015,MILLER LITE,12 Pk 12 Oz Glass,13.99
12/20/2015,MILLER LITE,12 Pk 12 Oz Can,14.99
12/20/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99
12/20/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
12/20/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.49
12/20/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.99
12/20/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99
12/20/2015,MAGIC HAT,6 Pk 12 Oz Glass,13.99
12/20/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.99
12/27/2015,CORONA EXTRA,6 Pk 12 Oz Glass,13.99
12/27/2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
12/27/2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.99
12/27/2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49
12/27/2015,BECKS,6 Pk 12 Oz Glass,11.49
12/27/2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49
12/27/2015,MILLER LITE,6 Pk 12 Oz Glass,10.99
12/27/2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99
12/27/2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99
12/27/2015,BUDWEISER,6 Pk 12 Oz Glass,11.49
12/27/2015,COORS LIGHT,6 Pk 12 Oz Glass,11.49
12/27/2015,MILLER LITE,12 Pk 12 Oz Glass,14.99
12/27/2015,MILLER LITE,12 Pk 12 Oz Can,14.99
12/27/2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,14.99
12/27/2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
12/27/2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
12/27/2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49
12/27/2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49
12/27/2015,MAGIC HAT,6 Pk 12 Oz Glass,12.99
12/27/2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
1/3/2016,CORONA EXTRA,6 Pk 12 Oz Glass,13.49
1/3/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
1/3/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.49
1/3/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49
1/3/2016,BECKS,6 Pk 12 Oz Glass,11.49
1/3/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
1/3/2016,MILLER LITE,6 Pk 12 Oz Glass,11.49
1/3/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49
1/3/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
1/3/2016,BUDWEISER,6 Pk 12 Oz Glass,10.49
1/3/2016,COORS LIGHT,6 Pk 12 Oz Glass,11.49
1/3/2016,MILLER LITE,12 Pk 12 Oz Glass,14.49
1/3/2016,MILLER LITE,12 Pk 12 Oz Can,14.49
1/3/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,14.49
1/3/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49
1/3/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,12.99
1/3/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.49
1/3/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49
1/3/2016,MAGIC HAT,6 Pk 12 Oz Glass,13.49
1/3/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.99
1/10/2016,CORONA EXTRA,6 Pk 12 Oz Glass,13.99
1/10/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
1/10/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,11.49
1/10/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.99
1/10/2016,BECKS,6 Pk 12 Oz Glass,11.99
1/10/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,11.99
1/10/2016,MILLER LITE,6 Pk 12 Oz Glass,11.99
1/10/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49
1/10/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
1/10/2016,BUDWEISER,6 Pk 12 Oz Glass,11.99
1/10/2016,COORS LIGHT,6 Pk 12 Oz Glass,11.49
1/10/2016,MILLER LITE,12 Pk 12 Oz Glass,14.99
1/10/2016,MILLER LITE,12 Pk 12 Oz Can,14.99
1/10/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,12.99
1/10/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
1/10/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
1/10/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.99
1/10/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,11.49
1/10/2016,MAGIC HAT,6 Pk 12 Oz Glass,13.99
1/10/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.49
1/17/2016,CORONA EXTRA,6 Pk 12 Oz Glass,13.99
1/17/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.49
1/17/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.49
1/17/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49
1/17/2016,BECKS,6 Pk 12 Oz Glass,10.49
1/17/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.99
1/17/2016,MILLER LITE,6 Pk 12 Oz Glass,11.99
1/17/2016,BUD LIGHT,6 Pk 12 Oz Glass,9.49
1/17/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49
1/17/2016,BUDWEISER,6 Pk 12 Oz Glass,11.49
1/17/2016,COORS LIGHT,6 Pk 12 Oz Glass,11.49
1/17/2016,MILLER LITE,12 Pk 12 Oz Glass,14.99
1/17/2016,MILLER LITE,12 Pk 12 Oz Can,13.99
1/17/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,12.99
1/17/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.99
1/17/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.99
1/17/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.49
1/17/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49
1/17/2016,MAGIC HAT,6 Pk 12 Oz Glass,12.99
1/17/2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.99
1/24/2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.49
1/24/2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.99
1/24/2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,12.49
1/24/2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49
1/24/2016,BECKS,6 Pk 12 Oz Glass,11.49
1/24/2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49
1/24/2016,MILLER LITE,6 Pk 12 Oz Glass,11.99
1/24/2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49
1/24/2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.99
1/24/2016,BUDWEISER,6 Pk 12 Oz Glass,11.49
1/24/2016,COORS LIGHT,6 Pk 12 Oz Glass,11.99
1/24/2016,MILLER LITE,12 Pk 12 Oz Glass,14.99
1/24/2016,MILLER LITE,12 Pk 12 Oz Can,14.49
1/24/2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,12.99
1/24/2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.49
1/24/2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.49
1/24/2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.49
1/24/2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.99
1/24/2016,MAGIC HAT,6 Pk 12 Oz Glass,11.49
